City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
381,tczew,54.09,18.78,43.0,100,100,8.25,PL,1605198023
382,sochaczew,52.23,20.24,43.0,99,100,7.25,PL,1605198023
383,sal rei,16.18,-22.92,89.6,35,0,16.11,CV,1605198023
384,kaitangata,-46.28,169.85,53.01,74,4,5.01,NZ,1605198023
385,moerai,-22.43,-151.33,76.08,84,45,9.31,PF,1605198024
386,vao,-22.67,167.48,73.4,82,14,12.75,NC,1605198024
387,biak,-0.91,122.88,78.76,81,76,2.04,ID,1605198024
388,zaragoza,41.66,-0.88,59.0,87,20,5.82,ES,1605198020
389,robat karim,35.48,51.08,55.4,71,75,6.93,IR,1605198025
390,warrnambool,-38.38,142.48,56.14,85,100,15.41,AU,1605197947
391,chinsali,-10.54,32.08,77.09,45,83,6.11,ZM,1605198025
392,caravelas,-17.71,-39.25,84.02,53,65,11.7,BR,1605197898
393,novyy urengoy,66.08,76.63,-1.86,93,94,9.15,RU,1605198026
394,port antonio,18.18,-76.46,89.01,74,20,5.82,JM,1605198026
395,eureka,40.8,-124.16,44.01,31,60,5.28,US,1605197994
396,okhotsk,59.38,143.3,7.59,86,100,9.75,RU,1605198028
397,winsum,53.33,6.52,51.01,87,20,9.17,NL,1605198028
398,kloulklubed,7.04,134.26,78.8,94,75,9.62,PW,1605198028
399,manga,11.66,-1.07,93.76,14,32,11.63,BF,1605198029
400,ransang,8.96,117.58,80.24,83,92,6.44,PH,1605198029
401,tevriz,57.51,72.4,19.04,95,36,4.65,RU,1605198029
402,najran,17.49,44.13,78.8,29,20,6.93,SA,1605197831
403,aljezur,37.32,-8.8,68.0,70,6,4.25,PT,1605198030
404,nemuro,43.32,145.57,49.28,70,97,23.0,JP,1605198030
405,mujiayingzi,42.12,118.78,35.33,76,0,4.76,CN,1605198030
406,sibolga,1.74,98.78,78.46,84,100,2.13,ID,1605198030
407,polis,35.04,32.43,68.0,68,20,8.05,CY,1605198031
408,samarai,-10.62,150.67,76.69,72,45,8.77,PG,1605198031
409,varhaug,58.61,5.65,48.99,91,100,7.0,NO,1605198031
410,anamur,36.08,32.84,64.4,72,0,3.36,TR,1605198031
411,altay,47.87,88.12,41.31,59,100,2.8,CN,1605198031
412,port hedland,-20.32,118.57,80.6,61,0,11.41,AU,1605198031
413,scarborough,54.28,-0.4,50.0,79,52,4.0,GB,1605198031
414,vostok,46.49,135.88,35.69,100,100,6.85,RU,1605198032
415,sao felix do xingu,-6.64,-51.99,96.78,38,8,3.67,BR,1605198032
416,college,64.86,-147.8,15.01,84,75,1.36,US,1605198033
417,rocky mountain house,52.37,-114.92,6.8,84,100,2.24,CA,1605198033
418,yelyzavethradka,48.8,32.4,37.36,77,91,4.65,UA,1605198033
419,axim,4.87,-2.24,82.33,76,85,7.25,GH,1605198033
420,kathu,7.92,98.33,87.01,100,20,2.24,TH,1605198033
421,tessaoua,13.76,7.99,88.03,14,0,9.75,NE,1605198034
422,pitimbu,-7.47,-34.81,87.8,58,75,13.87,BR,1605198035
423,umm kaddadah,13.6,26.69,82.53,15,3,14.07,SD,1605198035
424,fram,-26.98,-55.88,82.4,61,75,5.82,PY,1605198035
425,ossora,59.24,163.07,19.8,83,0,4.85,RU,1605198035
426,siguiri,11.67,-9.5,94.1,14,0,7.83,GN,1605198035
427,awbari,26.59,12.78,71.31,30,72,7.18,LY,1605198036
428,bud,39.45,-86.18,44.01,57,1,8.05,US,1605198036
429,teofilo otoni,-17.86,-41.51,85.66,53,76,7.4,BR,1605198036
430,sakakah,29.97,40.21,69.8,56,0,4.7,SA,1605198036
431,villa rica,33.73,-84.92,64.0,94,92,1.01,US,1605198036
432,fort nelson,58.81,-122.7,-4.0,83,40,2.24,CA,1605197943
433,roswell,34.02,-84.36,62.6,93,90,8.05,US,1605197951
434,tual,-5.67,132.75,83.34,75,71,7.61,ID,1605198037
435,nalut,30.33,10.85,67.46,41,78,5.68,LY,1605198037
436,the valley,18.22,-63.06,84.2,65,20,18.34,AI,1605198038
437,ambilobe,-13.2,49.05,78.89,75,88,3.38,MG,1605198038
438,chateaubelair,13.28,-61.25,84.2,79,75,12.75,VC,1605198038
439,svetlogorsk,52.63,29.73,34.65,89,100,5.55,BY,1605198039
440,tortoli,39.93,9.66,66.2,82,40,2.24,IT,1605198039
441,cairns,-16.92,145.77,71.6,83,53,3.2,AU,1605198039
442,quesnel,53.0,-122.5,19.4,92,75,9.1,CA,1605198039
443,kozhva,65.11,57.05,10.4,95,95,7.92,RU,1605198039
444,vila franca do campo,37.72,-25.43,60.8,72,40,9.17,PT,1605198039
445,melfi,41.0,15.65,64.4,63,40,4.7,IT,1605198039
446,pingliang,35.54,106.69,48.99,24,96,1.99,CN,1605198040
447,ust-nera,64.57,143.2,-18.56,78,77,1.92,RU,1605198040
448,cheremkhovo,53.16,103.07,25.39,96,50,5.03,RU,1605198040
449,seoul,37.57,126.98,44.6,87,90,1.54,KR,1605197847
450,alta floresta,-9.88,-56.09,91.4,55,75,3.36,BR,1605198040
451,ponta do sol,32.67,-17.1,71.6,73,40,19.46,PT,1605198040
452,narsaq,60.92,-46.05,21.2,62,20,5.82,GL,1605198041
453,presidencia roque saenz pena,-26.79,-60.44,90.0,36,11,5.01,AR,1605198041
454,donskoye,45.46,41.97,40.59,77,0,8.95,RU,1605198041
455,luoyang,34.68,112.45,59.0,99,14,6.04,CN,1605198041
456,villazon,-22.09,-65.59,60.26,32,10,5.03,BO,1605198041
457,broken hill,-31.95,141.43,66.2,45,1,14.99,AU,1605198042
458,thinadhoo,0.53,72.93,83.73,69,81,4.0,MV,1605198042
459,tsevie,6.43,1.21,87.8,58,20,2.24,TG,1605198042
460,boende,-0.22,20.87,82.56,67,33,1.86,CD,1605198042
461,fukue,32.69,128.84,63.48,61,0,9.04,JP,1605198042
462,vyatskiye polyany,56.23,51.07,29.19,95,100,12.17,RU,1605198043
463,bardiyah,31.76,25.09,68.16,77,22,12.82,LY,1605198043
464,broome,42.25,-75.83,44.01,80,90,14.99,US,1605198043
465,buchen,49.52,9.32,48.0,97,58,1.01,DE,1605198043
466,flin flon,54.77,-101.86,-7.6,91,90,2.24,CA,1605198043
467,merauke,-8.47,140.33,78.4,81,58,9.22,ID,1605198043
468,hualmay,-11.1,-77.61,70.16,64,93,9.89,PE,1605198043
469,segou,13.43,-6.22,94.68,10,0,11.61,ML,1605198044
470,buritis,-15.62,-46.42,89.65,43,38,6.06,BR,1605198044
471,strezhevoy,60.73,77.59,17.6,92,90,2.24,RU,1605198044
472,nambucca heads,-30.65,153.0,69.8,68,40,11.41,AU,1605198044
473,mayumba,-3.43,10.66,79.66,85,97,7.29,GA,1605198045
474,blagodatnoye,45.4,42.59,30.2,74,0,8.95,RU,1605198045
475,yumen,40.28,97.2,32.63,72,4,5.79,CN,1605198045
476,nautla,20.22,-96.78,81.14,72,87,7.2,MX,1605198045
477,flint,43.01,-83.69,46.4,61,1,5.03,US,1605197897
478,kenai,60.55,-151.26,36.0,93,90,4.7,US,1605198046
479,moose factory,51.26,-80.61,30.2,92,90,4.7,CA,1605198046
480,lewisporte,49.25,-55.05,59.0,58,20,20.8,CA,1605198047
481,surin,14.88,103.49,73.99,73,47,12.97,TH,1605198048
482,goundam,16.41,-3.67,91.9,11,0,15.01,ML,1605198048
483,pozoblanco,38.38,-4.85,66.2,63,0,3.36,ES,1605198049
484,alindao,5.03,21.21,79.03,69,12,3.58,CF,1605198049
485,itoman,26.12,127.67,71.6,94,75,18.34,JP,1605198049
486,xai-xai,-25.05,33.64,70.2,75,3,10.58,MZ,1605198049
487,beyneu,45.32,55.2,32.2,85,73,5.84,KZ,1605198049
488,sile,41.18,29.61,59.0,64,77,13.13,TR,1605198050
489,mizan teferi,6.98,35.58,63.61,90,18,1.19,ET,1605198050
490,itaituba,-4.28,-55.98,91.4,59,40,11.41,BR,1605198050
491,kilakarai,9.23,78.78,82.63,78,100,11.74,IN,1605198050
492,beringovskiy,63.05,179.32,18.7,96,100,13.6,RU,1605198050
493,rincon,32.3,-81.24,75.2,88,90,14.99,US,1605198051
494,elmira,42.09,-76.81,44.6,70,90,5.82,US,1605198051
495,asau,46.43,26.4,43.0,87,0,6.93,RO,1605198051
496,cayenne,4.93,-52.33,86.0,70,2,9.17,GF,1605198051
497,isangel,-19.55,169.27,73.85,81,25,7.07,VU,1605198051
498,kruisfontein,-34.0,24.73,75.0,63,0,7.0,ZA,1605198051
499,piet retief,-27.01,30.81,65.53,65,14,7.0,ZA,1605198052
500,brezovica pri ljubljani,46.03,14.4,46.99,62,12,1.57,SI,1605198052
501,cam ranh,11.92,109.16,80.6,78,40,14.99,VN,1605198052
502,henderson,36.04,-114.98,54.0,29,1,4.7,US,1605197771
503,sinnamary,5.38,-52.95,85.03,70,16,12.01,GF,1605198052
504,ibra,22.69,58.53,66.81,47,0,2.98,OM,1605198053
505,mombasa,-4.05,39.66,79.56,80,37,8.23,KE,1605198053
506,maragogi,-9.01,-35.22,82.13,70,15,11.68,BR,1605198053
507,rudbar,30.15,62.6,67.3,27,5,8.68,AF,1605198053
508,aviles,43.55,-5.92,66.99,77,20,5.82,ES,1605198053
509,japura,-0.32,102.35,75.09,93,45,1.79,ID,1605198053
510,yarada,17.65,83.27,80.6,78,75,6.93,IN,1605198053
511,mocuba,-16.84,36.99,78.94,63,43,8.16,MZ,1605198054
512,walvis bay,-22.96,14.51,62.01,77,11,9.17,NA,1605198054
513,price,39.6,-110.81,26.6,58,1,13.87,US,1605197924
514,praya,14.92,-23.51,89.6,38,0,14.99,CV,1605198054
515,coquimbo,-29.95,-71.34,57.2,82,90,6.93,CL,1605198054
516,puerto baquerizo moreno,-0.9,-89.6,69.8,94,90,3.36,EC,1605198054
517,troitsko-pechorsk,62.71,56.2,19.51,94,100,8.16,RU,1605198054
518,berbera,10.44,45.01,81.01,65,21,10.6,SO,1605198055
519,mamallapuram,12.63,80.17,78.8,94,90,10.29,IN,1605198055
520,carutapera,-1.2,-46.02,87.73,61,54,10.07,BR,1605198055
521,riga,57.0,24.08,41.0,86,90,5.82,LV,1605198055
522,pokhara,28.23,83.98,62.89,40,0,4.21,NP,1605198055
523,imperia,43.97,7.78,60.8,82,40,3.36,IT,1605198056
524,tukrah,32.53,20.58,68.34,74,6,16.37,LY,1605198056
525,lamar,33.67,-95.58,60.01,66,75,12.75,US,1605197897
526,mazatlan,23.22,-106.42,77.0,82,20,3.36,MX,1605197876
527,nioro,13.35,-15.75,99.1,13,0,8.01,GM,1605198056
528,ayagoz,47.97,80.44,33.78,77,100,13.18,KZ,1605198056
529,pecos,31.42,-103.49,51.8,34,1,2.98,US,1605198043
530,tarauaca,-8.16,-70.77,82.85,68,100,2.37,BR,1605198057
531,maceio,-9.67,-35.74,84.2,66,75,11.41,BR,1605198057
532,la asuncion,11.03,-63.86,83.64,73,67,14.12,VE,1605198057
533,taoudenni,22.68,-3.98,90.81,12,0,16.2,ML,1605198057
534,talnakh,69.49,88.4,-9.4,83,20,11.18,RU,1605198057
535,taman,45.21,36.72,42.8,56,20,15.66,RU,1605198057
536,iwaki,37.05,140.88,30.99,97,0,4.76,JP,1605198058
537,pouebo,-20.4,164.57,71.96,83,51,9.08,NC,1605198058
538,huarmey,-10.07,-78.15,70.74,63,82,10.71,PE,1605198058
539,sungurlu,40.17,34.37,47.1,54,0,1.59,TR,1605198058
540,goderich,43.75,-81.72,44.6,65,0,8.05,CA,1605198058
541,belyy yar,53.6,91.39,30.2,92,83,6.71,RU,1605198059
542,kenda,23.2,86.53,73.22,43,13,5.84,IN,1605198059
543,korla,41.76,86.15,37.81,60,0,1.9,CN,1605198059
544,deputatskiy,69.3,139.9,-14.4,90,60,1.79,RU,1605198059
545,morondava,-20.28,44.28,78.3,79,7,16.78,MG,1605198059
546,newport,51.59,-3.0,55.0,85,75,4.0,GB,1605198059
547,kavieng,-2.57,150.8,82.4,75,72,6.42,PG,1605198060
548,luan,46.36,6.98,52.0,81,5,0.76,CH,1605198060
549,anadyr,64.75,177.48,17.6,92,75,6.71,RU,1605198060
550,rajgurunagar,18.87,73.9,69.91,49,0,5.99,IN,1605198060
551,hobyo,5.35,48.53,80.47,74,15,15.3,SO,1605198060
552,nanakuli,21.39,-158.15,78.8,69,1,6.93,US,1605197826
553,sabang,5.89,95.32,82.11,79,91,8.25,ID,1605198061
554,bairiki,1.33,172.98,80.6,78,20,9.17,KI,1605198061
555,owase,34.07,136.2,58.96,83,99,7.11,JP,1605198061
556,kununurra,-15.77,128.73,84.2,79,35,8.05,AU,1605198061
557,uige,-7.61,15.06,69.8,88,75,9.17,AO,1605198061
558,porto seguro,-16.45,-39.06,82.4,54,40,18.34,BR,1605198062
559,along,28.17,94.77,59.9,63,0,2.01,IN,1605198062
560,shimoda,34.67,138.95,48.99,82,82,11.79,JP,1605198062
561,noumea,-22.28,166.46,75.0,100,0,2.24,NC,1605197957
562,iralaya,15.0,-83.23,84.61,70,7,4.83,HN,1605198063
563,warrington,53.39,-2.58,53.01,81,75,9.17,GB,1605198063
564,sarangani,5.4,125.46,83.53,68,97,2.64,PH,1605198063
